channel,unionname,org,name of the channel if differs from unionname,country,channel_id,channel_url,created_at,description,videos_count,subs_count,views_count
norgesoffisers-ogspesialis5330,Norges offisers- og spesialistforbund,LO Norge,,norway,UC40oDIY-Eze1KKnIWf_BRBg,https://www.youtube.com/channel/UC40oDIY-Eze1KKnIWf_BRBg,2020-05-08 08:33:10.080025+00:00,"Velkommen til NOF, Norges ledende fagforening for militært ansatte!  På tross av at antall militært ansatte har blir redusert vesentlig de siste årene, har vi i NOF opplevd en dobling i antall medlemmer. Med nå over 6000 tjenestegjørende, betalende medlemmer er vi også blant de største arbeidstakerorganisasjonene i Forsvaret

Her på vår YouTube-kanal vil vi legge ut informasjon om relevante temaer, kurs og nyheter!
",49,151,9480
norskarbeidsmandsforbund6598,Norsk Arbeidsmandsforbund,LO Norge,,norway,UCc_ojtSqbux9Y6lx_oYdJOA,https://www.youtube.com/channel/UCc_ojtSqbux9Y6lx_oYdJOA,2015-05-19 15:41:52+00:00,,81,47,15025
norskergoterapeutforbund1616,Norsk Ergoterapeutforbund,Unio,,norway,UChFwaOVZSl_781sXdAm3nKQ,https://www.youtube.com/channel/UChFwaOVZSl_781sXdAm3nKQ,2015-01-20 14:46:35+00:00,,111,161,64457
norskfengsels-ogfriomsorgs1163,Norsk Fengsels- og Friomsorgsforbund,LO Norge,,norway,UC11yV-ukXJdIf42-UHPjz5Q,https://www.youtube.com/channel/UC11yV-ukXJdIf42-UHPjz5Q,2022-04-29 06:05:19.675566+00:00,,1,0,7
norskfengsels-ogfriomsorgs8309,Norsk Fengsels- og Friomsorgsforbund,LO Norge,,norway,UCp7icH0kcZKbDntlUf6VXDQ,https://www.youtube.com/channel/UCp7icH0kcZKbDntlUf6VXDQ,2017-05-15 09:49:23+00:00,"Norsk Fengsels- og Friomsorgsforbund er det største forbundet i kriminalomsorgen. Forbundet ble stiftet 18. juni 1918, hvilket betyr at vi i 2018 har 100- års jubileum.",36,46,4999
norskflygerforbund6598,Norsk Flygerforbund,LO Norge,,norway,UCp5Z3jC_ge_iLYMTja4efNw,https://www.youtube.com/channel/UCp5Z3jC_ge_iLYMTja4efNw,2021-05-07 12:34:34.229300+00:00,"Norsk Flygerforbund er forbundet for alle profesjonelle flygere i Norge. Pilotene organisert hos oss flyr både frakt, rutefly, helikopter, droner, i tillegg til våre studentmedlemmer.",6,20,1052
norskfysio2444,Norsk Fysioterapeutforbund,Unio,,norway,UCnTrk2GqmrJqh7Y_INFYidQ,https://www.youtube.com/channel/UCnTrk2GqmrJqh7Y_INFYidQ,2015-02-23 10:05:07+00:00,Dette er en kanal for Norsk Fysioterapeutforbund.,20,43,18240
norskjernbaneforbund,Norsk Jernbaneforbund,LO Norge,,norway,UCFgPg1l9n0anHX8ccSlS91w,https://www.youtube.com/channel/UCFgPg1l9n0anHX8ccSlS91w,2012-11-18 18:13:34+00:00,"Norsk Jernbaneforbund ble stiftet 20. november 1892.

Norsk Jernbaneforbundet er tilsluttet Landsorganisasjonen (LO) i Norge og er en landsomfattende sammenslutning av lønnstakere innenfor NSB-konsernet (innbefattet bussvirksomheten), Jernbaneverket og annen privat og offentlig jernbanerelatert virksomhet.",10,5,2533
norskjernbaneforbund8318,Norsk Jernbaneforbund,LO Norge,,norway,UCuvELlRmda3u6Nb37PGStZg,https://www.youtube.com/channel/UCuvELlRmda3u6Nb37PGStZg,2016-10-21 11:45:14+00:00,"Norsk Jernbaneforbund ble stiftet 20. november 1892.

Norsk Jernbaneforbundet er tilsluttet Landsorganisasjonen (LO) i Norge og er en landsomfattende sammenslutning av lønnstakere innenfor Vy-konsernet (Vy Persontog, Vy Gjøvikbanen, Vy Cargonet AS, RailCombi AS, Vy Buss AS, Vy Trafikkservice AS,), Bane Nor SF, Spordrift AS, Jernbanedirektoratet, Norske Tog AS, Entur AS, Mantena AS, GoAhead AS, SJ AS og annen privat og offentlig jernbanerelatert virksomhet.

Norsk Jernbaneforbund samarbeider med nordiske, europeiske og internasjonale jernbaneorganisasjoner som er organisert i Nordisk Transportarbeiderføderasjon (NTF), Europeisk Transportarbeider føderasjon (ETF) og Internasjonal Transportarbeiderføderasjon (ITF).

Norsk Jernbaneforbund organiserer alle yrkesgrupper innen jernbaneområdet, innbefattet VY Buss og Bring Linehaul AS, med unntak av lokomotivførerne, som er organisert i vårt søsterforbund Norsk Lokomotivmannsforbund.
",8,4,988
norsklektorlag4789,Norsk Lektorlag,Akademikerne,,norway,UCbIUEPMdc_HSekT009ufrgg,https://www.youtube.com/channel/UCbIUEPMdc_HSekT009ufrgg,2012-12-14 11:21:44+00:00,"Norsk Lektorlag er en fagforening for universitets - og høyskoleutdannede lektorer og for andre akademikere med tilsvarende utdannelse. Våre medlemmer har mastergrad eller hovedfag. De fleste arbeider med undervisning, kulturformidling, personalledelse eller veilednings- og informasjonsarbeid.

 Vår primære oppgave er å arbeide for å:

•øke verdsetting av akademisk arbeidskraft i det norske samfunnet generelt og innen offentlig sektor spesielt
•fremme utdanningsinstitusjonenes sentrale stilling i det norske samfunn
•være en pådriver i utdanningspolitiske spørsmål
•bedre lektorenes lønns- og arbeidsvilkår
•heve kvaliteten på undervisningen i norske skoler og høyskoler/universitet
•skjerpe kravene til undervisningskompetanse

 Norsk Lektorlag er tilsluttet hovedorganisasjonen Akademikerne.",78,32,5694
norskmanuellterapeutforeni110,Norsk Manuellterapeutforening,LO Norge,,norway,UCLRn2iOaJIDVK-IvpEJJupg,https://www.youtube.com/channel/UCLRn2iOaJIDVK-IvpEJJupg,2011-10-24 09:51:38+00:00,,19,6,963
nnnforbundet4344,Norsk Nærings- og Nytelsesmiddelarbeiderforbund (NNN),LO Norge,,norway,UCdbdZdq62zlhTZSI2l7btrA,https://www.youtube.com/channel/UCdbdZdq62zlhTZSI2l7btrA,2016-09-20 10:38:59+00:00,,40,18,7022
norskpsykologforening6994,Norsk psykologforening,Akademikerne,,norway,UCex3Y71n-w_XyD2oWDS23jA,https://www.youtube.com/channel/UCex3Y71n-w_XyD2oWDS23jA,2013-10-18 12:30:04+00:00,"Norsk psykologforening er en profesjonsforening for autoriserte psykologer i Norge og skal blant annet bidra til å forbedre menneskers livsvilkår og livskvalitet. Som forening har vi forpliktet oss til å fremme anvendelse av vitenskapelig basert psykologisk fagkunnskap, slik at befolkningen får den bistand den har behov for og krav på.",136,2020,444870
radiografforbundet,Norsk Radiografforbund,Unio,,norway,UCqqToCJ1zz-9flJdWhTa0Kg,https://www.youtube.com/channel/UCqqToCJ1zz-9flJdWhTa0Kg,2009-06-18 07:22:51+00:00,"The Norwegian Society of Radiographers.

The Norwegian Society of Radiographers is both a society and a trade union for Norwegian Radiographers, and has approximately 2.900 members.  

The Society's vision and purpose is to unite radiographers together in one union, which can promote and encourage progress and development for this specific radiographic profession.",19,40,8036
Sjomannsforbundet,Norsk Sjømannsforbund (NSF),LO Norge,,norway,UCy7Op3Vw5B2Om1MQbXMWbyw,https://www.youtube.com/channel/UCy7Op3Vw5B2Om1MQbXMWbyw,2013-04-15 09:08:38+00:00,"Offisiell videoformidling for Norsk Sjømannsforbund. Videoene her er dels til informasjon for medlemmer og publikum, dels for at ansatte og tillitsvalgte skal ha vårt informasjonsmateriell lett tilgjengelig.",14,63,17004
norsksjoffisersforbund1115,Norsk Sjøoffisersforbund (NSOF),LO Norge,,norway,UCIexuLmPtV_XKfWO0C3Op2A,https://www.youtube.com/channel/UCIexuLmPtV_XKfWO0C3Op2A,2012-05-07 11:35:05+00:00,"Norsk Sjøoffisersforbund er Norges største fagforening for maritime ledere. I Norsk Sjøoffisersforbund samles navigatører og offiserer i alle deler av skipsfarten. Vi deler levende bilder fra våre arrangementer og aktiviteter. Maritimt Samarbeidsutvalg - Norsk Sjøoffisersforbund, Norsk Sjømannsforbund og LO – har også etablert TV-kanalen ""Maritim Meining"", der vi presenterer politiske nyheter og aktualitetsstoff fra skipsfarten.",30,52,46496
Sykepleierforbundet,Norsk Sykepleierforbund,Unio,,norway,UCRxWINrrvOIxWv_BQib-VIg,https://www.youtube.com/channel/UCRxWINrrvOIxWv_BQib-VIg,2008-06-04 07:12:30+00:00,"Norsk Sykepleierforbund er Norges fjerde største fagforbund, med over 120.000 medlemmer. 
NSF organiserer sykepleiere, jordmødre og sykepleierstudenter. 
Hovedkontoret er i Tollbugata 22, Oslo. I tillegg har vi kontor i alle fylker.",163,1260,659258
norsktannpleierforening3461,Norsk Tannpleierforening,Unio,,norway,UCaANxGmKJ16xNNC6bp_wupw,https://www.youtube.com/channel/UCaANxGmKJ16xNNC6bp_wupw,2019-02-20 11:14:04+00:00,Dette er den offisielle yourtubekanalen til organisasjonen,1,0,133
ntlwebtv,Norsk Tjenestemannslag,LO Norge,,norway,UCMsdD2gZD6NpsPMFFAgfkCA,https://www.youtube.com/channel/UCMsdD2gZD6NpsPMFFAgfkCA,2012-05-24 11:55:22+00:00,"Norsk Tjenestemannslag  er et LO-forbund for ansatte i staten og virksomheter med offentlig tilknytning. Her kan du se videoer fra seminarer, konferanser og andre arrangement, samt kommentarer og utspill til det som skjer i arbeidslivet.",50,18,11081
NorskTollerforbundOslo/featured,Norsk Tollerforbund,YS,,norway,UCvhnMEmyhBbdhk4sgQHe7ug,https://www.youtube.com/channel/UCvhnMEmyhBbdhk4sgQHe7ug,2015-11-06 17:03:54+00:00,,18,3,616
parat_ys,Parat,YS,,norway,UCBC8Yoj875eN_yisfy6GohQ,https://www.youtube.com/channel/UCBC8Yoj875eN_yisfy6GohQ,2015-11-27 12:50:41+00:00,Parat er en partipolitisk uavhengig arbeidstakerorganisasjon med over 41 000 medlemmer. Vi jobber for at du skal få en enda bedre arbeidsdag!,226,88,68155
politietsfellesforbund7352,Politiets Fellesforbund,Unio,,norway,UCQEluafV5xW_bUELgd9w5BQ,https://www.youtube.com/channel/UCQEluafV5xW_bUELgd9w5BQ,2012-03-12 13:41:32+00:00,"Den største fagforeningen i politi- og lensmannsetaten, med over 17.000 medlemmer. Vi organiserer alle kategorier ansatte – både politi, sivile, jurister og studenter. Sterkt fellesskap, trygghet for alle ❤️",159,70,25571
safefagforbund8928,SAFE,YS,,norway,UCAcuDxqERaNqcpL0k7u6XvA,https://www.youtube.com/channel/UCAcuDxqERaNqcpL0k7u6XvA,2019-11-24 20:34:48.324650+00:00,"SAFE er et fagforbund for ansatte i energisektoren, til lands som til havs. Navnet er en forkortelse for Sammenslutningen av Fagorganiserte i Energisektoren, SAFE for enkelthets skyld. ",86,68,28401
Samfunnsviterne,Samfunnsviterne,Akademikerne,,norway,UCBi42aP3_6rYWnvO98knOhg,https://www.youtube.com/channel/UCBi42aP3_6rYWnvO98knOhg,2011-11-14 10:43:16+00:00,"Samfunnsviterne er Akademiker-foreningen for samfunnsvitere og humanister.

Samfunnsviterne er en arbeidstakerorganisasjon som arbeider for å bedre medlemmenes lønns- og arbeidsvilkår, og fremme deres økonomiske og faglige interesser. 

Organisasjonen er landsdekkende og partipolitisk uavhengig.",93,106,18680
samfunnsviterne1060,Samfunnsviterne,Akademikerne,,norway,UCSSlu2u_GYND0yT7Ww17CLA,https://www.youtube.com/channel/UCSSlu2u_GYND0yT7Ww17CLA,2014-03-27 12:51:08+00:00,,8,0,1384
samfunnskonomene8172,Samfunnsøkonomene,Akademikerne,,norway,UCeyVBegK8B4U_msbfUwmU7A,https://www.youtube.com/channel/UCeyVBegK8B4U_msbfUwmU7A,2022-04-22 12:20:17.884744+00:00,Samfunnsøkonomene. En profesjon- og fagforening for deg som er interessert i samfunnsøkonomi,1,4,6
skolelederforbundet8385,Skolelederforbundet ,YS,,norway,UCL7zWSNvI9dLxLw4xJR6aYQ,https://www.youtube.com/channel/UCL7zWSNvI9dLxLw4xJR6aYQ,2022-01-26 12:41:05.313054+00:00,,2,28,184
skoleneslandsforbund483,Skolenes landsforbund (SL),LO Norge,,norway,UCrgzMbcFWHacdIDPwZeTGFA,https://www.youtube.com/channel/UCrgzMbcFWHacdIDPwZeTGFA,2017-08-25 11:18:26+00:00,,12,6,2470
skoleneslandsforbundsl565,Skolenes landsforbund (SL),LO Norge,,norway,UCoR7iFryN8ZHhaQS4eYlfaA,https://www.youtube.com/channel/UCoR7iFryN8ZHhaQS4eYlfaA,2016-01-15 13:29:01+00:00,,4,2,1033
teknawebmaster,Tekna,Akademikerne,,norway,UCSOo_0FCML1ONjtjj-gH--A,https://www.youtube.com/channel/UCSOo_0FCML1ONjtjj-gH--A,2009-09-07 10:24:17+00:00,,14,16,6233
Utdanningsforbundet,Utdanningsforbundet,Unio,,norway,UCcPEINsR3cDuT8_8n4UVTuQ,https://www.youtube.com/channel/UCcPEINsR3cDuT8_8n4UVTuQ,2009-09-29 11:25:37+00:00,Her legges videoer som er laget av Utdanningsforbundet ut fortløpende.,151,545,338687
yrkestrafikkforbundetytf4886,Yrkestrafikkforbundet (YTF),YS,,norway,UCEZvZyw4iX_UTSCDhc3dPEQ,https://www.youtube.com/channel/UCEZvZyw4iX_UTSCDhc3dPEQ,2014-03-29 14:39:35+00:00,,46,146,47935
YTFNorge,Yrkestrafikkforbundet (YTF),YS,,norway,UCZmACRTD2YGVz4ToEI_Bgfg,https://www.youtube.com/channel/UCZmACRTD2YGVz4ToEI_Bgfg,2014-03-29 14:42:40+00:00,"Yrkestrafikkforbundet (YTF) er et partipolitisk uavhengig forbund som organiserer ansatte i transportbransjen, som bussjåfører, godssjåfører, lager og logistikkansatte, taxisjåfører, parkeringsansatte, funksjonærer, kransjåfører, betongbilsjåfører, bane- og trikkesjåfører og bergingssjåfører.",28,16,5557
ysnorge,YS – Yrkesorganisasjonenes Sentralforbund,YS,,norway,UCyp6YunHF4Ks2Zg9z7f844w,https://www.youtube.com/channel/UCyp6YunHF4Ks2Zg9z7f844w,2015-09-24 14:17:56+00:00,,59,31,5466
Collettiva,Confederazione Generale Italiana del Lavoro (CGIL),CGIL,Collettiva,italy,UCFbVYrGYGIJeyBtj8QdleJQ,https://www.youtube.com/channel/UCFbVYrGYGIJeyBtj8QdleJQ,2008-01-18 11:20:16+00:00,"Collettiva nasce dalla Cgil per essere la piattaforma su cui diffondere il grande racconto collettivo del lavoro e del sindacato: le lotte, le battaglie, le conquiste e le pratiche solidali che trasformano le relazioni sociali partendo dai valori della solidarietà, della democrazia, della giustizia sociale, della sostenibilità ambientale e dei diritti delle persone. 

Collettiva raccoglie le esperienze nella comunicazione e nell’informazione di Rassegna Sindacale, RadioArticolo1, Ediesse, dei nostri uffici stampa e dei nostri comunicatori a livello nazionale e territoriale per costruire insieme un’informazione e un punto di vista comune. Partendo dalla condizione, dalle aspirazioni e dalle potenzialità delle persone cui ci rivolgiamo: le donne e gli uomini che vivono di lavoro – in tutte le sue forme – i pensionati, i giovani. 

Collettiva, nel nome il suo programma. ",1351,2750,1263804
filcamscgil,"Federazione Italiana Lavoratori Commercio, Alberghi, Mense e Servizi",CGIL,filcamscgil,italy,UC57NXuocER88Tx0012ZkC1w,https://www.youtube.com/channel/UC57NXuocER88Tx0012ZkC1w,2010-12-16 12:04:51+00:00,La Festa non si vende. La Filcams Cgil lancia una campagna per la regolarizzazione delle aperture domenicali e festive nel commercio,202,3560,1554924
FILCTEMCGIL,"Federazione Italiana Lavoratori della Chimica, del Tessile, dell'Energia, delle Manifatture",CGIL,FILCTEMCGIL,italy,UCNY9OewqNV3Q2io4Wz3YIpA,https://www.youtube.com/channel/UCNY9OewqNV3Q2io4Wz3YIpA,2011-02-07 08:17:14+00:00,"FEDERAZIONE ITALIANA LAVORATORI CHIMICI TESSILI ENERGIA MANIFATTURE è la federazione della Cgil che opera nei comparti dell'industria e dell'artigianato (chimico-farmaceutico,tessile-abbigliamento, calzaturiero, gomma plastica, vetro, concia , ceramica, occhiali,ombrelli, lavanderie industriali,spazzole e penne, vetro e lampade), e dell'energia (elettricità, acqua, gas, petrolio, trasporto gas, miniere).",269,277,56872
FilleaCgilNazionale,"Federazione Italiana dei Lavoratori del Legno, dell'Edilizia, delle industrie Affini ed estrattive",CGIL,FilleaCgil,italy,UCKqZSHgeswMCEijU7ggGttw,https://www.youtube.com/channel/UCKqZSHgeswMCEijU7ggGttw,2009-01-08 10:58:46+00:00,"Il Canale Youtube della Fillea, la categoria della Cgil che organizza le lavoratrici ed i lavoratori dei settori edilizia, legno-arredo, lapidei, cemento, manufatti, restauro. La nostra sede nazionale è a Roma, in via G.B. Morgagni 27.Siamo su Facebook, Twitter, Instagram, Flickr, Telegram. Sul nostro sito www.filleacgil.it trovi tutti i nostri contatti e gli indirizzi delle nostre strutture territoriali, presenti in tutte le regioni italiane ed in Romania. Per qualunque info potete rivolgervi a ufficiostampa@filleacgil.it",346,501,71393
cgilemiliaromagna,Confederazione Generale Italiana del Lavoro (CGIL),CGIL,CGIL Emilia Romagna,italy,UCUEuZK923LFkAnZoX1QMwlg,https://www.youtube.com/channel/UCUEuZK923LFkAnZoX1QMwlg,2012-07-03 10:16:05+00:00,,239,105,21889
Fiom-Cgil,Federazione Impiegati e Operai Metallurgici,CGIL,Fiom Nazionale,italy,UCvQx4PnlyPiv2h7jVrlvLfA,https://www.youtube.com/channel/UCvQx4PnlyPiv2h7jVrlvLfA,2008-01-15 10:03:12+00:00,Il canale youtube della Fiom-Cgil,310,1100,324000
cgilfisac,Federazione Italiana Sindacale Lavoratori Assicurazioni e Credito,CGIL,Fisac Cgil,italy,UCx3GtvDKKo-LuIhsAqCy_og,https://www.youtube.com/channel/UCx3GtvDKKo-LuIhsAqCy_og,2011-03-30 07:54:02+00:00,Federazione Italiana Sindacato Assicurazione Credito,477,277,62171
sindacatoflcgil,Federazione Lavoratori della Conoscenza Cgil,CGIL,,italy,UC2jhJrJtwcSKuiAPfL_-60g,https://www.youtube.com/channel/UC2jhJrJtwcSKuiAPfL_-60g,2008-07-08 13:24:50+00:00,"La Federazione Lavoratori della Conoscenza CGIL è nata nel 2004 con la fusione tra la Cgil Scuola e il Sindacato Nazionale Università e Ricerca.

La FLC è il sindacato di tutti coloro che lavorano nei settori della scuola (pubblica, privata e scuole italiane all'estero), dell'educazione degli adulti, dell'università (pubblica e privata), della ricerca (pubblica e privata), della formazione professionale, dell'alta formazione artistica e musicale. In un parola, è il sindacato di chi lavora nei settori della conoscenza: dirigenti, docenti, amministrativi, collaboratori scolastici, tecnici, tecnologi, ricercatori, qualunque sia il loro rapporto di lavoro (pubblico o privato), a tempo indeterminato, determinato, di collaborazione, precario.

Sito nazionale: www.flcgil.it",234,2770,797579
FunzionePubblicaCgil,Funzione Pubblica,CGIL,FunzionePubblicaCgil,italy,UCmiBzPYjkt3qg6RIEXQPxEQ,https://www.youtube.com/channel/UCmiBzPYjkt3qg6RIEXQPxEQ,2010-11-03 15:11:53+00:00,"""Abbiamo sempre cercato di parlare ai lavoratori come a degli uomini, di parlare al loro cervello e al loro cuore, alla loro coscienza. In questo modo il sindacato è diventato scuola di giustizia, ma anche di democrazia, di libertà..."" (Luciano Lama)

www.fpcgil.it La Funzione Pubblica (Fp-Cgil) è la categoria della Cgil che rappresenta i lavoratori dei servizi di pubblica utilità, tanto del lavoro pubblico quanto di quello privato. Aderisce all'Epsu (il Sindacato Europeo dei Servizi Pubblici) e al Psi (sindacato internazionale dei servizi pubblici. Rossana dettori è l'attuale Segretaria Nazionale della categoria.
La Fp-Cgil organizza e tutela i lavoratori: dello Stato (Ministeri), delle Agenzie Fiscali, del Parastato (INPS, INAIL, ACI, CRI, ecc...), della Sanità pubblica (Aziende ospedaliere, Aziende Sanitarie Locali) e privata (Ospedali e Cliniche private ed ex convenzionate), degli Enti Locali (Comuni, Provincie, Regioni, Comunità",530,2470,667130
cgilprato5615,Confederazione Generale Italiana del Lavoro (CGIL),CGIL,CGIL Prato,italy,UCLpbEPRX1JodWcB0evDszcQ,https://www.youtube.com/channel/UCLpbEPRX1JodWcB0evDszcQ,2012-05-09 08:07:31+00:00,,121,36,4213
SlcCgilNazionale,Sindacato Lavoratori della Comunicazione,CGIL,SlcCgilNazionale,italy,UCvji487RDEJVwClxdVMSfZw,https://www.youtube.com/channel/UCvji487RDEJVwClxdVMSfZw,2010-04-08 13:26:43+00:00,Canale Youtube ufficiale della segreteria nazionale di Slc Cgil,71,104,34223
CGILRomaLazio,Confederazione Generale Italiana del Lavoro (CGIL),CGIL,CGIL Roma Lazio,italy,UCUTANecgZxI56z9kqD4ntFQ,https://www.youtube.com/channel/UCUTANecgZxI56z9kqD4ntFQ,2014-10-23 16:23:31+00:00,"Canale Youtube della Cgil di Roma e del Lazio, Confederazione Generale Italiana del Lavoro. Sindacato dei lavoratori.",160,180,22788
SpiCgilNazionaleOfficial,Sindacato Pensionati Italiani,CGIL,Spi Cgil Nazionale,italy,UCAycrcnZ3H50aMyNV5JkRwg,https://www.youtube.com/channel/UCAycrcnZ3H50aMyNV5JkRwg,2013-01-26 19:00:25+00:00,"Siamo il sindacato dei pensionati della Cgil. 
Organizziamo e tuteliamo i pensionati di tutte le categorie del lavoro. Proporre, aggregare, mobilitare e quando serve protestare: questo è il nostro impegno quotidiano per essere sempre al fianco di ogni pensionato e pensionata. 

Non ci dimentichiamo però che prima di essere nella condizione di pensionati siamo dei cittadini. È per questo che lo Spi-Cgil alla sua quotidiana attività sindacale accompagna un costante impegno nella promozione e nella difesa dei valori costituzionali della democrazia, della libertà, dell’uguaglianza sociale e della solidarietà in un rapporto stretto e sinergico con le nuove generazioni.

Con i suoi tre milioni di iscritti, lo Spi-Cgil è la più grande organizzazione sociale d’Europa. In Italia, si articola in diciannove strutture regionali, due di province autonome, 109 strutture territoriali e 1600 leghe.",69,773,628446
CislItalia,Confederazione Italiana Sindacati Lavoratori,CISL,,italy,UCWkiWJAcXXF33vOHyiruoGA,https://www.youtube.com/channel/UCWkiWJAcXXF33vOHyiruoGA,2009-03-27 13:50:48+00:00,"CISL TV. LA WEB TV DEL LAVORO.

Lavoro, Economia, Società. Questi i principali temi che CISL TV affronta con notizie, approfondimenti, interviste e rubriche specializzate. Una webtv dedicata a chi il lavoro ce l'ha e a chi lo cerca.

Questo canale offre una copertura informativa delle iniziative della Cisl più rilevanti. 

Le immagini sono prodotte dall'Ufficio Stampa della Cisl. E' vietato il salvataggio e la redistribuzione al di fuori dei canali ufficiali senza il consenso dell'Ufficio Stampa Cisl.

Tutti coloro che hanno intenzione di inviare un prodotto audiovisivo da loro elaborato sulla condizione del lavoro e su altri problemi della vita sociale italiana  possono  rivolgersi all''Ufficio Stampa della Cisl, all'indirizzo e-mail: ufficio.stampa@cisl.it; oppure scrivere alla sede nazionale della Cisl - Ufficio Stampa Cisl - Via po, 21 - 00198  Roma.",3064,4620,1651895
sindacatocislveneto,Confederazione Italiana Sindacati Lavoratori,CISL,Sindacato CISL Veneto,italy,UCoy8tWjq1pIqoDqXMdkF6kw,https://www.youtube.com/channel/UCoy8tWjq1pIqoDqXMdkF6kw,2013-12-09 14:17:16+00:00,"CISL è un Sindacato, cioè un'associazione di lavoratori che si iscrivono per ottenere insieme migliori condizioni di lavoro e diritti nel proprio posto di lavoro. L'obiettivo principale è, da sempre ,accompagnare, tutelare e promuovere la persona nel proprio lavoro e nella comunità in cui vive.",124,1050,344845
FaiCislChannel,Federazione agricola alimentare ambientale industriale Italiana (FAI),CISL,Fai Cisl,italy,UCnZKMaKO7c7j1LcC9-FeHSw,https://www.youtube.com/channel/UCnZKMaKO7c7j1LcC9-FeHSw,2011-10-27 11:21:14+00:00,"FAI CISL

FEDERAZIONE AGROALIMENTERE,  AMBIENTALE,

INDUSTRIALE. RAPPRESENTA, TUTELA, ORGANIZZA

I LAVORATORI DELL'AGRICOLTURA

E DELLE ATTIVITÀ ALIMENTARI INDUSTRIALI

ED AMBIENTALI.",213,219,30170
FimCislStampa,Federazione Italiana Metalmeccanici (FIM),CISL,Fim Cisl Stampa,italy,UCF2RQPLg7alLasBuEs_s1dA,https://www.youtube.com/channel/UCF2RQPLg7alLasBuEs_s1dA,2011-11-28 13:10:05+00:00,"Questo canale youtube contiene la racconta di video e testimonianze della Fim Cisl: video prodotti, ma anche presenze tv, servizi, testimonianze e documentari sul mondo del lavoro ",846,1280,386722
PensionatiCisl,Federazione nazionale pensionati (FNP),CISL,FNP CISL Nazionale,italy,UCHpq4BscXDYjPhRzB6qQ5YQ,https://www.youtube.com/channel/UCHpq4BscXDYjPhRzB6qQ5YQ,2012-06-20 10:14:35+00:00,"DIGNITÀ AGLI ANZIANI E DIRITTI AI GIOVANI
UNISCITI ALLA FEDERAZIONE NAZIONALE PENSIONATI CISL

La Federazione è da sempre impegnata nella tutela della popolazione anziana",208,122,23542
FemcaCislNazionale,"Federazione energia, moda, chimica e affini (FEMCA)",CISL,Femca Cisl Nazionale,italy,UCX8bDEQDEtfuhmxsGrLsB8w,https://www.youtube.com/channel/UCX8bDEQDEtfuhmxsGrLsB8w,2011-10-21 09:40:45+00:00,"Siamo la Federazione dei settori Energia, Moda, Chimica e affini, affiliata alla Cisl.",61,105,12229
nazionaleflaeicisl4122,Federazione lavoratori aziende elettriche italiane (FLAEI),CISL,Nazionale Flaeicisl,italy,UCae_ljAFjLDw1NZ4Wfb8PJg,https://www.youtube.com/channel/UCae_ljAFjLDw1NZ4Wfb8PJg,2013-11-14 17:31:46+00:00,,85,1100,17419
FIRSTCISLvideo,Federazione Italiana Reti dei Servizi del Terziario (FIRST),CISL,FIRST CISL,italy,UCDfuOHiDuVg4kQY9yeofRsA,https://www.youtube.com/channel/UCDfuOHiDuVg4kQY9yeofRsA,2009-06-10 12:41:59+00:00,"FIRST CISL - Federazione Italiana Reti dei Servizi del Terziario - è il sindacato dei lavoratori delle banche, delle assicurazioni, della finanza, della riscossione e delle authority.

www.firstcisl.it",75,383,23913
UfficioStampaFilca,Federazione italiana lavoratori costruzioni e affini (FILCA),CISL,Filca Cisl Nazionale,italy,UCv78PFBJYjJQ5yPGks77l_w,https://www.youtube.com/channel/UCv78PFBJYjJQ5yPGks77l_w,2010-08-03 14:57:05+00:00,,167,178,24940
UciIt,Unione generale coltivatori  (UGC),CISL,Unione Coltivatori Italiani,italy,UCZ9i_TnisBksq97ObmihVAg,https://www.youtube.com/channel/UCZ9i_TnisBksq97ObmihVAg,2015-01-13 13:20:35+00:00,"Canale ufficiale dell'Unione Coltivatori Italiani, associazione  di rappresentanza del mondo agricolo",51,311,91483
SuperUfficiostampa,Sindacato della scuola SCUOLA,CISL,Cisl Scuola,italy,UCVDN8Sl1UvFVFeyOk8hUeLQ,https://www.youtube.com/channel/UCVDN8Sl1UvFVFeyOk8hUeLQ,2011-02-24 09:37:40+00:00,"I video realizzati da Cisl Scuola, sindacato dei lavoratori dell'istruzione e della formazione aderente alla Cisl. Per essere sempre aggiornato sui principali avvenimenti del settore, sui provvedimenti di natura legislativa, amministrativa e contrattuale riguardanti il personale della scuola statale e non statale, e più in generale sull'attualità politico sindacale, seguici sul nostro sito internet.",332,13200,937105
cislfederazioneuniversita8460,Sindacato dell'Università,CISL,Cisl Federazione Università,italy,UCTiEtRhf3XLxo1ugpCFVsKA,https://www.youtube.com/channel/UCTiEtRhf3XLxo1ugpCFVsKA,2019-06-20 19:51:46+00:00,Web TV della CISL Federazione  Università,5,90,1747
